date_key,date,year,quarter,month,month_name,day,day_of_week
20250522,2025-05-22,2025,2,5,May,22,Thursday
20250523,2025-05-23,2025,2,5,May,23,Friday
20250524,2025-05-24,2025,2,5,May,24,Saturday
20250525,2025-05-25,2025,2,5,May,25,Sunday
20250526,2025-05-26,2025,2,5,May,26,Monday
20250527,2025-05-27,2025,2,5,May,27,Tuesday
20250528,2025-05-28,2025,2,5,May,28,Wednesday
20250529,2025-05-29,2025,2,5,May,29,Thursday
20250530,2025-05-30,2025,2,5,May,30,Friday
20250531,2025-05-31,2025,2,5,May,31,Saturday
20250601,2025-06-01,2025,2,6,June,1,Sunday
20250602,2025-06-02,2025,2,6,June,2,Monday
20250603,2025-06-03,2025,2,6,June,3,Tuesday
20250604,2025-06-04,2025,2,6,June,4,Wednesday
20250605,2025-06-05,2025,2,6,June,5,Thursday
20250606,2025-06-06,2025,2,6,June,6,Friday
20250607,2025-06-07,2025,2,6,June,7,Saturday
20250608,2025-06-08,2025,2,6,June,8,Sunday
20250609,2025-06-09,2025,2,6,June,9,Monday
20250610,2025-06-10,2025,2,6,June,10,Tuesday
20250611,2025-06-11,2025,2,6,June,11,Wednesday
20250612,2025-06-12,2025,2,6,June,12,Thursday
20250613,2025-06-13,2025,2,6,June,13,Friday
20250614,2025-06-14,2025,2,6,June,14,Saturday
20250615,2025-06-15,2025,2,6,June,15,Sunday
20250616,2025-06-16,2025,2,6,June,16,Monday
20250617,2025-06-17,2025,2,6,June,17,Tuesday
20250618,2025-06-18,2025,2,6,June,18,Wednesday
20250619,2025-06-19,2025,2,6,June,19,Thursday
20250620,2025-06-20,2025,2,6,June,20,Friday
20250621,2025-06-21,2025,2,6,June,21,Saturday
20250622,2025-06-22,2025,2,6,June,22,Sunday
20250623,2025-06-23,2025,2,6,June,23,Monday
20250624,2025-06-24,2025,2,6,June,24,Tuesday
20250625,2025-06-25,2025,2,6,June,25,Wednesday
20250626,2025-06-26,2025,2,6,June,26,Thursday
20250627,2025-06-27,2025,2,6,June,27,Friday
20250628,2025-06-28,2025,2,6,June,28,Saturday
20250629,2025-06-29,2025,2,6,June,29,Sunday
20250630,2025-06-30,2025,2,6,June,30,Monday
20250701,2025-07-01,2025,3,7,July,1,Tuesday
20250702,2025-07-02,2025,3,7,July,2,Wednesday
20250703,2025-07-03,2025,3,7,July,3,Thursday
20250704,2025-07-04,2025,3,7,July,4,Friday
20250705,2025-07-05,2025,3,7,July,5,Saturday
20250706,2025-07-06,2025,3,7,July,6,Sunday
20250707,2025-07-07,2025,3,7,July,7,Monday
20250708,2025-07-08,2025,3,7,July,8,Tuesday
20250709,2025-07-09,2025,3,7,July,9,Wednesday
20250710,2025-07-10,2025,3,7,July,10,Thursday
20250711,2025-07-11,2025,3,7,July,11,Friday
20250712,2025-07-12,2025,3,7,July,12,Saturday
20250713,2025-07-13,2025,3,7,July,13,Sunday
20250714,2025-07-14,2025,3,7,July,14,Monday
20250715,2025-07-15,2025,3,7,July,15,Tuesday
20250716,2025-07-16,2025,3,7,July,16,Wednesday
20250717,2025-07-17,2025,3,7,July,17,Thursday
20250718,2025-07-18,2025,3,7,July,18,Friday
20250719,2025-07-19,2025,3,7,July,19,Saturday
20250720,2025-07-20,2025,3,7,July,20,Sunday
20250721,2025-07-21,2025,3,7,July,21,Monday
20250722,2025-07-22,2025,3,7,July,22,Tuesday
