member_id,age,self_identified_gender,join_date,membership_tenure_days,risk_level,churn,churn_label,engagement_score,engagement_level
MB00605,40,Male,2024-02-18,521,Low Risk,0,Retained,32.66666666666666,Low Engagement
MB00606,33,Female,2024-11-15,250,Active,0,Retained,46.416666666666664,Medium Engagement
MB00607,49,Prefer not to say,2024-05-31,418,Low Risk,0,Retained,43.50000000000001,Medium Engagement
MB00608,27,Male,2024-01-03,567,Medium Risk,1,Churn,47.83333333333333,Medium Engagement
MB00609,29,Male,2023-06-18,766,Medium Risk,1,Churn,36.5,Medium Engagement
MB00610,38,Male,2025-05-12,72,Active,0,Retained,73.5,High Engagement
MB00611,34,Prefer not to say,2023-02-22,882,High Risk,1,Churn,37.583333333333336,Medium Engagement
MB00612,32,Prefer not to say,2023-08-24,699,Medium Risk,1,Churn,20.0,Low Engagement
MB00613,48,Male,2025-03-27,118,Active,0,Retained,43.66666666666667,Medium Engagement
MB00614,39,Male,2022-12-05,961,High Risk,1,Churn,91.33333333333333,High Engagement
MB00615,40,Male,2022-10-16,1011,High Risk,1,Churn,68.16666666666667,High Engagement
MB00616,39,Female,2025-04-18,96,Active,0,Retained,45.08333333333333,Medium Engagement
MB00617,19,Male,2024-09-01,325,Low Risk,0,Retained,34.50000000000001,Low Engagement
MB00618,48,Non-binary,2023-02-15,889,High Risk,1,Churn,42.08333333333333,Medium Engagement
MB00619,37,Female,2023-04-18,827,Medium Risk,1,Churn,63.0,High Engagement
MB00620,39,Female,2024-12-08,227,Active,0,Retained,38.16666666666667,Medium Engagement
MB00621,13,Female,2024-11-12,253,Active,0,Retained,0.0,Low Engagement
MB00622,48,Female,2024-05-24,425,Low Risk,0,Retained,28.666666666666668,Low Engagement
MB00623,33,Prefer not to say,2024-01-23,547,Low Risk,0,Retained,33.33333333333333,Low Engagement
MB00624,39,Female,2023-09-03,689,Medium Risk,1,Churn,52.916666666666664,Medium Engagement
MB00625,15,Male,2024-05-26,423,Low Risk,0,Retained,28.166666666666668,Low Engagement
MB00626,38,Male,2024-02-16,523,Low Risk,0,Retained,39.833333333333336,Medium Engagement
MB00627,44,Female,2023-04-18,827,Medium Risk,1,Churn,32.25,Low Engagement
MB00628,49,Non-binary,2025-05-14,70,Active,0,Retained,27.166666666666668,Low Engagement
MB00629,23,Female,2024-09-27,299,Low Risk,0,Retained,19.916666666666664,Low Engagement
MB00630,35,Male,2023-05-25,790,Medium Risk,1,Churn,62.33333333333334,High Engagement
MB00631,18,Male,2022-11-12,984,High Risk,1,Churn,54.41666666666667,Medium Engagement
MB00632,23,Prefer not to say,2023-12-26,575,Medium Risk,1,Churn,32.583333333333336,Low Engagement
MB00633,14,Male,2023-12-04,597,Medium Risk,1,Churn,92.66666666666667,High Engagement
MB00634,15,Male,2025-02-28,145,Active,0,Retained,73.50000000000001,High Engagement
MB00635,27,Non-binary,2024-03-03,507,Low Risk,0,Retained,47.0,Medium Engagement
MB00636,34,Female,2023-12-03,598,Medium Risk,1,Churn,41.333333333333336,Medium Engagement
MB00637,29,Male,2024-10-07,289,Low Risk,0,Retained,30.75,Low Engagement
MB00638,15,Female,2024-09-09,317,Low Risk,0,Retained,33.416666666666664,Low Engagement
MB00639,45,Female,2024-05-17,432,Low Risk,0,Retained,53.25000000000001,Medium Engagement
MB00640,40,Male,2025-06-01,52,Active,0,Retained,48.91666666666667,Medium Engagement
MB00641,29,Non-binary,2024-07-14,374,Low Risk,0,Retained,48.50000000000001,Medium Engagement
MB00642,17,Male,2024-11-09,256,Active,0,Retained,35.083333333333336,Medium Engagement
MB00643,47,Prefer not to say,2024-07-09,379,Low Risk,0,Retained,47.75,Medium Engagement
MB00644,29,Male,2025-02-15,158,Active,0,Retained,43.666666666666664,Medium Engagement
MB00645,39,Male,2022-11-17,979,High Risk,1,Churn,69.08333333333334,High Engagement
MB00646,23,Female,2023-09-29,663,Medium Risk,1,Churn,23.166666666666664,Low Engagement
MB00647,22,Male,2023-06-30,754,Medium Risk,1,Churn,60.66666666666667,High Engagement
MB00648,14,Female,2023-03-05,871,High Risk,1,Churn,35.41666666666667,Medium Engagement
MB00649,49,Prefer not to say,2024-01-09,561,Low Risk,0,Retained,43.50000000000001,Medium Engagement
MB00650,14,Male,2025-03-22,123,Active,0,Retained,40.0,Medium Engagement
MB00651,48,Female,2023-11-28,603,Medium Risk,1,Churn,70.0,High Engagement
MB00652,36,Female,2023-10-07,655,Medium Risk,1,Churn,54.66666666666667,Medium Engagement
MB00653,19,Female,2023-04-21,824,Medium Risk,1,Churn,41.0,Medium Engagement
MB00654,16,Prefer not to say,2024-03-20,490,Low Risk,0,Retained,54.0,Medium Engagement
MB00655,12,Prefer not to say,2025-02-07,166,Active,0,Retained,36.25000000000001,Medium Engagement
MB00656,42,Female,2024-08-24,333,Low Risk,0,Retained,72.50000000000001,High Engagement
MB00657,43,Female,2024-06-01,417,Low Risk,0,Retained,16.833333333333332,Low Engagement
MB00658,45,Non-binary,2023-08-05,718,Medium Risk,1,Churn,39.5,Medium Engagement
MB00659,23,Male,2023-10-24,638,Medium Risk,1,Churn,57.333333333333336,Medium Engagement
MB00660,33,Female,2024-06-08,410,Low Risk,0,Retained,19.333333333333332,Low Engagement
MB00661,21,Male,2022-08-07,1081,High Risk,1,Churn,42.50000000000001,Medium Engagement
MB00662,24,Other (self-described),2023-09-16,676,Medium Risk,1,Churn,58.833333333333336,Medium Engagement
MB00663,28,Female,2024-10-13,283,Low Risk,0,Retained,60.00000000000001,High Engagement
MB00664,24,Female,2025-03-06,139,Active,0,Retained,32.99999999999999,Low Engagement
MB00665,45,Female,2025-01-11,193,Active,0,Retained,64.08333333333334,High Engagement
MB00666,20,Female,2024-10-04,292,Low Risk,0,Retained,24.666666666666664,Low Engagement
MB00667,44,Male,2025-01-02,202,Active,0,Retained,39.583333333333336,Medium Engagement
MB00668,37,Prefer not to say,2024-12-06,229,Active,0,Retained,16.333333333333332,Low Engagement
MB00669,14,Male,2024-08-23,334,Low Risk,0,Retained,51.66666666666666,Medium Engagement
MB00670,20,Non-binary,2024-12-20,215,Active,0,Retained,75.5,High Engagement
MB00671,36,Female,2022-11-10,986,High Risk,1,Churn,60.66666666666667,High Engagement
MB00672,36,Female,2025-03-29,116,Active,0,Retained,60.66666666666667,High Engagement
MB00673,29,Male,2023-12-12,589,Medium Risk,1,Churn,36.5,Medium Engagement
MB00674,29,Male,2024-04-11,468,Low Risk,0,Retained,22.333333333333332,Low Engagement
MB00675,27,Male,2022-08-11,1077,High Risk,1,Churn,44.66666666666667,Medium Engagement
MB00676,33,Female,2025-02-23,150,Active,0,Retained,80.33333333333333,High Engagement
MB00677,44,Female,2024-04-25,454,Low Risk,0,Retained,17.5,Low Engagement
MB00678,14,Non-binary,2022-08-25,1063,High Risk,1,Churn,38.5,Medium Engagement
MB00679,13,Non-binary,2022-12-14,952,High Risk,1,Churn,74.83333333333334,High Engagement
MB00680,33,Male,2023-02-03,901,High Risk,1,Churn,42.66666666666667,Medium Engagement
MB00681,19,Male,2024-09-21,305,Low Risk,0,Retained,34.50000000000001,Low Engagement
MB00682,36,Female,2024-12-23,212,Active,0,Retained,35.333333333333336,Medium Engagement
MB00683,36,Female,2023-07-11,743,Medium Risk,1,Churn,33.75,Low Engagement
MB00684,47,Prefer not to say,2022-10-07,1020,High Risk,1,Churn,47.75,Medium Engagement
MB00685,37,Non-binary,2023-11-08,623,Medium Risk,1,Churn,46.0,Medium Engagement
MB00686,36,Non-binary,2023-10-23,639,Medium Risk,1,Churn,63.0,High Engagement
MB00687,13,Female,2024-08-28,329,Low Risk,0,Retained,0.0,Low Engagement
MB00688,41,Female,2023-03-26,850,High Risk,1,Churn,51.75000000000001,Medium Engagement
MB00689,30,Non-binary,2024-12-05,230,Active,0,Retained,59.333333333333336,Medium Engagement
MB00690,30,Prefer not to say,2024-07-13,375,Low Risk,0,Retained,74.66666666666667,High Engagement
MB00691,17,Non-binary,2024-03-26,484,Low Risk,0,Retained,36.75,Medium Engagement
MB00692,20,Prefer not to say,2023-12-30,571,Medium Risk,1,Churn,42.083333333333336,Medium Engagement
MB00693,18,Non-binary,2024-10-07,289,Low Risk,0,Retained,33.583333333333336,Low Engagement
MB00694,25,Non-binary,2025-02-20,153,Active,0,Retained,65.33333333333333,High Engagement
MB00695,23,Female,2023-09-11,681,Medium Risk,1,Churn,53.58333333333333,Medium Engagement
MB00696,23,Male,2024-08-19,338,Low Risk,0,Retained,31.0,Low Engagement
MB00697,20,Female,2023-10-12,650,Medium Risk,1,Churn,24.666666666666664,Low Engagement
MB00698,24,Male,2025-01-09,195,Active,0,Retained,54.16666666666667,Medium Engagement
MB00699,16,Female,2024-01-27,543,Low Risk,0,Retained,66.58333333333334,High Engagement
MB00700,33,Male,2023-12-03,598,Medium Risk,1,Churn,49.083333333333336,Medium Engagement
MB00701,36,Female,2025-04-28,86,Active,0,Retained,54.16666666666667,Medium Engagement
MB00702,33,Female,2024-06-29,389,Low Risk,0,Retained,49.75000000000001,Medium Engagement
MB00703,19,Female,2025-01-30,174,Active,0,Retained,40.416666666666664,Medium Engagement
MB00704,24,Non-binary,2025-04-16,98,Active,0,Retained,34.0,Low Engagement
MB00705,41,Female,2022-08-03,1085,High Risk,1,Churn,34.0,Low Engagement
MB00706,29,Non-binary,2024-07-14,374,Low Risk,0,Retained,34.25,Low Engagement
MB00707,43,Female,2023-02-11,893,High Risk,1,Churn,48.833333333333336,Medium Engagement
MB00708,28,Male,2024-09-24,302,Low Risk,0,Retained,40.08333333333333,Medium Engagement
MB00709,44,Male,2023-06-28,756,Medium Risk,1,Churn,36.58333333333333,Medium Engagement
MB00710,31,Non-binary,2023-04-05,840,High Risk,1,Churn,62.33333333333334,High Engagement
MB00711,17,Female,2023-09-27,665,Medium Risk,1,Churn,48.33333333333333,Medium Engagement
MB00712,26,Male,2024-02-06,533,Low Risk,0,Retained,70.33333333333334,High Engagement
MB00713,48,Female,2024-04-10,469,Low Risk,0,Retained,34.583333333333336,Low Engagement
MB00714,39,Female,2024-06-16,402,Low Risk,0,Retained,61.08333333333334,High Engagement
MB00715,18,Female,2022-10-07,1020,High Risk,1,Churn,61.33333333333334,High Engagement
MB00716,34,Non-binary,2023-01-20,915,High Risk,1,Churn,40.25,Medium Engagement
MB00717,27,Non-binary,2022-08-30,1058,High Risk,1,Churn,28.166666666666668,Low Engagement
MB00718,16,Female,2025-02-10,163,Active,0,Retained,32.666666666666664,Low Engagement
MB00719,23,Male,2023-05-06,809,Medium Risk,1,Churn,31.0,Low Engagement
MB00720,32,Female,2022-09-27,1030,High Risk,1,Churn,58.25,Medium Engagement
MB00721,16,Male,2024-12-11,224,Active,0,Retained,45.833333333333336,Medium Engagement
MB00722,34,Male,2025-04-13,101,Active,0,Retained,46.333333333333336,Medium Engagement
MB00723,20,Prefer not to say,2023-04-25,820,Medium Risk,1,Churn,32.75,Low Engagement
MB00724,28,Male,2023-10-20,642,Medium Risk,1,Churn,34.333333333333336,Low Engagement
MB00725,29,Female,2023-01-08,927,High Risk,1,Churn,70.16666666666667,High Engagement
MB00726,38,Prefer not to say,2025-01-25,179,Active,0,Retained,2.8333333333333335,Low Engagement
MB00727,22,Female,2023-02-27,877,High Risk,1,Churn,42.0,Medium Engagement
MB00728,26,Female,2024-11-20,245,Active,0,Retained,67.33333333333333,High Engagement
MB00729,24,Female,2024-12-30,205,Active,0,Retained,41.5,Medium Engagement
MB00730,17,Female,2024-12-30,205,Active,0,Retained,40.333333333333336,Medium Engagement
MB00731,15,Other (self-described),2023-02-06,898,High Risk,1,Churn,41.833333333333336,Medium Engagement
MB00732,22,Non-binary,2023-07-15,739,Medium Risk,1,Churn,46.416666666666664,Medium Engagement
MB00733,35,Female,2023-12-13,588,Medium Risk,1,Churn,24.000000000000004,Low Engagement
MB00734,18,Female,2024-06-05,413,Low Risk,0,Retained,44.083333333333336,Medium Engagement
MB00735,46,Prefer not to say,2022-12-01,965,High Risk,1,Churn,99.50000000000001,High Engagement
MB00736,44,Female,2024-05-01,448,Low Risk,0,Retained,76.41666666666667,High Engagement
MB00737,21,Male,2023-02-04,900,High Risk,1,Churn,51.0,Medium Engagement
MB00738,17,Prefer not to say,2024-03-12,498,Low Risk,0,Retained,26.0,Low Engagement
MB00739,32,Female,2024-05-17,432,Low Risk,0,Retained,58.25,Medium Engagement
MB00740,39,Female,2024-02-16,523,Low Risk,0,Retained,40.0,Medium Engagement
MB00741,39,Non-binary,2024-08-06,351,Low Risk,0,Retained,39.25,Medium Engagement
MB00742,19,Female,2023-04-18,827,Medium Risk,1,Churn,41.0,Medium Engagement
MB00743,14,Male,2024-01-04,566,Medium Risk,1,Churn,48.083333333333336,Medium Engagement
MB00744,33,Prefer not to say,2024-10-18,278,Active,0,Retained,33.33333333333333,Low Engagement
MB00745,14,Male,2022-11-07,989,High Risk,1,Churn,81.16666666666667,High Engagement
MB00746,17,Male,2024-05-10,439,Low Risk,0,Retained,39.50000000000001,Medium Engagement
MB00747,35,Male,2023-11-22,609,Medium Risk,1,Churn,51.083333333333336,Medium Engagement
MB00748,14,Female,2022-10-31,996,High Risk,1,Churn,32.24999999999999,Low Engagement
MB00749,26,Male,2023-08-28,695,Medium Risk,1,Churn,47.0,Medium Engagement
MB00750,41,Prefer not to say,2025-02-18,155,Active,0,Retained,49.666666666666664,Medium Engagement
MB00751,39,Male,2022-09-26,1031,High Risk,1,Churn,26.583333333333336,Low Engagement
MB00752,17,Male,2023-08-24,699,Medium Risk,1,Churn,35.916666666666664,Medium Engagement
MB00753,29,Female,2024-07-01,387,Low Risk,0,Retained,70.16666666666667,High Engagement
MB00754,44,Non-binary,2025-01-25,179,Active,0,Retained,39.416666666666664,Medium Engagement
MB00755,33,Prefer not to say,2023-02-28,876,High Risk,1,Churn,11.333333333333334,Low Engagement
MB00756,33,Male,2023-09-01,691,Medium Risk,1,Churn,73.16666666666667,High Engagement
MB00757,48,Male,2023-12-02,599,Medium Risk,1,Churn,64.16666666666667,High Engagement
MB00758,36,Female,2022-11-14,982,High Risk,1,Churn,54.66666666666667,Medium Engagement
MB00759,29,Male,2023-03-06,870,High Risk,1,Churn,40.916666666666664,Medium Engagement
MB00760,29,Prefer not to say,2025-01-12,192,Active,0,Retained,44.583333333333336,Medium Engagement
MB00761,47,Other (self-described),2024-07-26,362,Low Risk,0,Retained,46.08333333333333,Medium Engagement
MB00762,23,Other (self-described),2024-10-01,295,Low Risk,0,Retained,59.583333333333336,Medium Engagement
MB00763,40,Female,2023-04-22,823,Medium Risk,1,Churn,29.500000000000004,Low Engagement
MB00764,37,Female,2025-05-18,66,Active,0,Retained,64.75000000000001,High Engagement
MB00765,22,Female,2023-10-25,637,Medium Risk,1,Churn,48.66666666666667,Medium Engagement
MB00766,44,Non-binary,2023-04-02,843,High Risk,1,Churn,39.416666666666664,Medium Engagement
MB00767,49,Non-binary,2022-12-02,964,High Risk,1,Churn,17.0,Low Engagement
MB00768,44,Female,2024-06-23,395,Low Risk,0,Retained,47.0,Medium Engagement
MB00769,13,Male,2023-01-30,905,High Risk,1,Churn,57.91666666666666,Medium Engagement
MB00770,23,Other (self-described),2025-02-25,148,Active,0,Retained,74.75,High Engagement
MB00771,16,Female,2023-01-03,932,High Risk,1,Churn,32.666666666666664,Low Engagement
MB00772,49,Female,2025-02-07,166,Active,0,Retained,68.0,High Engagement
MB00773,20,Male,2024-04-25,454,Low Risk,0,Retained,66.0,High Engagement
MB00774,38,Female,2023-02-24,880,High Risk,1,Churn,52.83333333333334,Medium Engagement
MB00775,20,Prefer not to say,2025-01-14,190,Active,0,Retained,32.75,Low Engagement
MB00776,33,Male,2024-10-21,275,Active,0,Retained,42.66666666666667,Medium Engagement
MB00777,12,Female,2023-05-15,800,Medium Risk,1,Churn,48.083333333333336,Medium Engagement
MB00778,20,Other (self-described),2023-05-18,797,Medium Risk,1,Churn,60.083333333333336,High Engagement
MB00779,20,Female,2023-08-10,713,Medium Risk,1,Churn,47.5,Medium Engagement
MB00780,41,Prefer not to say,2023-06-14,770,Medium Risk,1,Churn,49.666666666666664,Medium Engagement
MB00781,40,Male,2023-11-22,609,Medium Risk,1,Churn,34.583333333333336,Low Engagement
MB00782,24,Female,2024-09-27,299,Low Risk,0,Retained,41.5,Medium Engagement
MB00783,49,Male,2024-06-19,399,Low Risk,0,Retained,14.166666666666666,Low Engagement
MB00784,43,Female,2024-12-11,224,Active,0,Retained,16.833333333333332,Low Engagement
MB00785,24,Prefer not to say,2022-10-29,998,High Risk,1,Churn,38.74999999999999,Medium Engagement
MB00786,19,Male,2023-10-10,652,Medium Risk,1,Churn,99.33333333333334,High Engagement
MB00787,26,Male,2024-04-22,457,Low Risk,0,Retained,43.66666666666667,Medium Engagement
MB00788,12,Non-binary,2024-02-16,523,Low Risk,0,Retained,16.833333333333332,Low Engagement
MB00789,13,Non-binary,2022-09-18,1039,High Risk,1,Churn,74.83333333333334,High Engagement
MB00790,30,Other (self-described),2025-01-10,194,Active,0,Retained,40.0,Medium Engagement
MB00791,47,Non-binary,2023-10-07,655,Medium Risk,1,Churn,42.416666666666664,Medium Engagement
MB00792,30,Prefer not to say,2024-01-01,569,Medium Risk,1,Churn,80.41666666666667,High Engagement
MB00793,19,Non-binary,2023-09-10,682,Medium Risk,1,Churn,54.833333333333336,Medium Engagement
MB00794,36,Female,2025-06-03,50,Active,0,Retained,53.08333333333333,Medium Engagement
MB00795,43,Female,2022-12-07,959,High Risk,1,Churn,59.66666666666667,Medium Engagement
MB00796,45,Female,2022-10-04,1023,High Risk,1,Churn,35.41666666666667,Medium Engagement
MB00797,39,Female,2023-10-30,632,Medium Risk,1,Churn,33.58333333333333,Low Engagement
MB00798,38,Non-binary,2023-06-12,772,Medium Risk,1,Churn,61.00000000000001,High Engagement
MB00799,15,Non-binary,2022-10-14,1013,High Risk,1,Churn,48.083333333333336,Medium Engagement
MB00800,22,Female,2023-05-31,784,Medium Risk,1,Churn,53.833333333333336,Medium Engagement
MB00801,18,Male,2025-01-11,193,Active,0,Retained,67.75000000000001,High Engagement
MB00802,29,Female,2023-10-18,644,Medium Risk,1,Churn,57.49999999999999,Medium Engagement
MB00803,49,Non-binary,2023-09-15,677,Medium Risk,1,Churn,47.25,Medium Engagement
MB00804,16,Female,2024-03-28,482,Low Risk,0,Retained,66.58333333333334,High Engagement
MB00805,36,Female,2023-04-30,815,Medium Risk,1,Churn,39.75,Medium Engagement
MB00806,14,Male,2022-10-01,1026,High Risk,1,Churn,15.333333333333336,Low Engagement
MB00807,48,Male,2022-10-11,1016,High Risk,1,Churn,41.33333333333333,Medium Engagement
MB00808,46,Male,2024-02-28,511,Low Risk,0,Retained,98.00000000000001,High Engagement
MB00809,27,Non-binary,2025-02-22,151,Active,0,Retained,27.916666666666668,Low Engagement
MB00810,43,Male,2022-08-09,1079,High Risk,1,Churn,80.0,High Engagement
MB00811,32,Female,2023-01-11,924,High Risk,1,Churn,40.16666666666667,Medium Engagement
MB00812,20,Male,2025-02-10,163,Active,0,Retained,54.41666666666667,Medium Engagement
MB00813,37,Prefer not to say,2022-10-16,1011,High Risk,1,Churn,12.916666666666664,Low Engagement
MB00814,14,Male,2022-12-09,957,High Risk,1,Churn,87.16666666666667,High Engagement
MB00815,35,Male,2023-12-18,583,Medium Risk,1,Churn,60.333333333333336,High Engagement
MB00816,43,Prefer not to say,2023-10-02,660,Medium Risk,1,Churn,48.083333333333336,Medium Engagement
MB00817,34,Female,2024-04-24,455,Low Risk,0,Retained,30.333333333333336,Low Engagement
MB00818,44,Prefer not to say,2025-04-25,89,Active,0,Retained,46.91666666666667,Medium Engagement
MB00819,12,Male,2024-07-01,387,Low Risk,0,Retained,69.33333333333334,High Engagement
MB00820,39,Male,2023-02-18,886,High Risk,1,Churn,21.583333333333336,Low Engagement
MB00821,37,Non-binary,2025-06-18,35,Active,0,Retained,46.0,Medium Engagement
MB00822,36,Male,2024-07-02,386,Low Risk,0,Retained,52.33333333333334,Medium Engagement
MB00823,42,Prefer not to say,2024-04-24,455,Low Risk,0,Retained,41.41666666666667,Medium Engagement
MB00824,44,Male,2023-11-28,603,Medium Risk,1,Churn,36.58333333333333,Medium Engagement
MB00825,29,Male,2022-10-17,1010,High Risk,1,Churn,9.000000000000002,Low Engagement
MB00826,34,Male,2024-06-19,399,Low Risk,0,Retained,36.91666666666667,Medium Engagement
MB00827,13,Male,2024-06-18,400,Low Risk,0,Retained,32.833333333333336,Low Engagement
MB00828,19,Female,2023-04-29,816,Medium Risk,1,Churn,31.75,Low Engagement
MB00829,35,Male,2024-02-27,512,Low Risk,0,Retained,29.166666666666664,Low Engagement
MB00830,24,Male,2024-10-26,270,Active,0,Retained,72.16666666666669,High Engagement
MB00831,19,Male,2024-02-27,512,Low Risk,0,Retained,52.16666666666667,Medium Engagement
MB00832,29,Female,2025-01-23,181,Active,0,Retained,70.16666666666667,High Engagement
MB00833,36,Prefer not to say,2024-12-17,218,Active,0,Retained,13.833333333333334,Low Engagement
MB00834,48,Male,2024-01-09,561,Low Risk,0,Retained,49.75,Medium Engagement
MB00835,39,Female,2024-04-02,477,Low Risk,0,Retained,33.58333333333333,Low Engagement
MB00836,13,Female,2022-10-22,1005,High Risk,1,Churn,0.0,Low Engagement
MB00837,13,Male,2024-06-02,416,Low Risk,0,Retained,57.91666666666666,Medium Engagement
MB00838,41,Female,2023-10-13,649,Medium Risk,1,Churn,34.0,Low Engagement
MB00839,32,Female,2023-08-19,704,Medium Risk,1,Churn,67.0,High Engagement
MB00840,28,Female,2025-06-09,44,Active,0,Retained,60.00000000000001,High Engagement
MB00841,14,Non-binary,2023-07-17,737,Medium Risk,1,Churn,38.416666666666664,Medium Engagement
MB00842,43,Female,2024-12-15,220,Active,0,Retained,48.833333333333336,Medium Engagement
MB00843,13,Non-binary,2022-09-03,1054,High Risk,1,Churn,74.83333333333334,High Engagement
MB00844,46,Prefer not to say,2025-01-15,189,Active,0,Retained,53.666666666666664,Medium Engagement
MB00845,36,Female,2024-04-07,472,Low Risk,0,Retained,47.16666666666667,Medium Engagement
MB00846,44,Male,2025-03-24,121,Active,0,Retained,36.58333333333333,Medium Engagement
MB00847,18,Female,2022-07-27,1092,High Risk,1,Churn,40.66666666666667,Medium Engagement
MB00848,18,Female,2024-01-05,565,Medium Risk,1,Churn,40.66666666666667,Medium Engagement
MB00849,40,Male,2023-09-27,665,Medium Risk,1,Churn,34.583333333333336,Low Engagement
MB00850,27,Male,2025-04-12,102,Active,0,Retained,52.75000000000001,Medium Engagement
MB00851,29,Male,2023-04-16,829,Medium Risk,1,Churn,30.75,Low Engagement
MB00852,49,Female,2024-11-11,254,Active,0,Retained,49.166666666666664,Medium Engagement
MB00853,49,Male,2022-11-09,987,High Risk,1,Churn,14.166666666666666,Low Engagement
MB00854,12,Prefer not to say,2024-11-16,249,Active,0,Retained,49.666666666666664,Medium Engagement
MB00855,46,Female,2024-12-01,234,Active,0,Retained,21.000000000000004,Low Engagement
MB00856,37,Female,2025-05-15,69,Active,0,Retained,53.333333333333336,Medium Engagement
MB00857,34,Male,2024-02-06,533,Low Risk,0,Retained,21.750000000000004,Low Engagement
MB00858,34,Male,2023-10-30,632,Medium Risk,1,Churn,21.750000000000004,Low Engagement
MB00859,37,Female,2025-04-14,100,Active,0,Retained,70.75000000000001,High Engagement
MB00860,26,Female,2023-03-20,856,High Risk,1,Churn,43.41666666666667,Medium Engagement
MB00861,49,Female,2024-02-26,513,Low Risk,0,Retained,29.08333333333334,Low Engagement
MB00862,48,Female,2023-12-12,589,Medium Risk,1,Churn,83.83333333333334,High Engagement
MB00863,36,Female,2024-03-10,500,Low Risk,0,Retained,60.66666666666667,High Engagement
MB00864,27,Male,2024-04-22,457,Low Risk,0,Retained,46.08333333333333,Medium Engagement
MB00865,12,Non-binary,2023-11-04,627,Medium Risk,1,Churn,42.00000000000001,Medium Engagement
MB00866,14,Male,2025-01-08,196,Active,0,Retained,64.50000000000001,High Engagement
MB00867,46,Prefer not to say,2024-12-11,224,Active,0,Retained,53.666666666666664,Medium Engagement
MB00868,14,Male,2022-12-18,948,High Risk,1,Churn,22.916666666666668,Low Engagement
MB00869,13,Prefer not to say,2022-09-19,1038,High Risk,1,Churn,23.75,Low Engagement
MB00870,15,Male,2024-05-21,428,Low Risk,0,Retained,51.75000000000001,Medium Engagement
MB00871,25,Male,2024-09-07,319,Low Risk,0,Retained,23.75,Low Engagement
MB00872,21,Male,2023-08-07,716,Medium Risk,1,Churn,30.0,Low Engagement
MB00873,15,Female,2024-04-13,466,Low Risk,0,Retained,33.416666666666664,Low Engagement
MB00874,18,Prefer not to say,2025-05-26,58,Active,0,Retained,55.41666666666667,Medium Engagement
MB00875,14,Female,2025-01-07,197,Active,0,Retained,33.333333333333336,Low Engagement
MB00876,45,Female,2023-05-22,793,Medium Risk,1,Churn,66.25000000000001,High Engagement
MB00877,40,Non-binary,2023-07-22,732,Medium Risk,1,Churn,56.750000000000014,Medium Engagement
MB00878,22,Female,2025-05-25,59,Active,0,Retained,53.5,Medium Engagement
MB00879,47,Female,2024-10-29,267,Active,0,Retained,32.33333333333333,Low Engagement
MB00880,30,Prefer not to say,2024-10-19,277,Active,0,Retained,37.66666666666667,Medium Engagement
MB00881,19,Male,2023-07-08,746,Medium Risk,1,Churn,59.08333333333333,Medium Engagement
MB00882,28,Prefer not to say,2025-06-02,51,Active,0,Retained,37.5,Medium Engagement
MB00883,24,Other (self-described),2025-03-04,141,Active,0,Retained,33.0,Low Engagement
MB00884,22,Female,2023-02-22,882,High Risk,1,Churn,67.66666666666667,High Engagement
MB00885,47,Other (self-described),2024-12-14,221,Active,0,Retained,35.5,Medium Engagement
MB00886,39,Male,2023-07-28,726,Medium Risk,1,Churn,70.16666666666667,High Engagement
MB00887,49,Non-binary,2024-10-12,284,Low Risk,0,Retained,17.0,Low Engagement
MB00888,44,Female,2025-03-09,136,Active,0,Retained,17.5,Low Engagement
MB00889,35,Male,2024-10-07,289,Low Risk,0,Retained,13.833333333333334,Low Engagement
MB00890,39,Other (self-described),2023-05-15,800,Medium Risk,1,Churn,38.74999999999999,Medium Engagement
MB00891,37,Other (self-described),2022-12-24,942,High Risk,1,Churn,23.333333333333332,Low Engagement
MB00892,32,Male,2023-01-20,915,High Risk,1,Churn,59.166666666666664,Medium Engagement
MB00893,29,Female,2024-04-25,454,Low Risk,0,Retained,15.5,Low Engagement
MB00894,27,Non-binary,2023-07-12,742,Medium Risk,1,Churn,30.91666666666667,Low Engagement
MB00895,36,Female,2024-11-16,249,Active,0,Retained,47.666666666666664,Medium Engagement
MB00896,24,Prefer not to say,2024-08-14,343,Low Risk,0,Retained,49.583333333333336,Medium Engagement
MB00897,30,Non-binary,2022-11-11,985,High Risk,1,Churn,56.16666666666668,Medium Engagement
MB00898,29,Female,2025-06-09,44,Active,0,Retained,49.583333333333336,Medium Engagement
MB00899,36,Male,2025-03-23,122,Active,0,Retained,42.333333333333336,Medium Engagement
MB00900,27,Female,2024-11-13,252,Active,0,Retained,15.166666666666668,Low Engagement
MB00901,29,Prefer not to say,2025-05-25,59,Active,0,Retained,65.25000000000001,High Engagement
MB00902,29,Female,2024-12-11,224,Active,0,Retained,49.583333333333336,Medium Engagement
MB00903,45,Male,2023-10-11,651,Medium Risk,1,Churn,60.416666666666664,High Engagement
MB00904,24,Male,2024-03-31,479,Low Risk,0,Retained,66.66666666666667,High Engagement
MB00905,48,Male,2022-11-15,981,High Risk,1,Churn,64.16666666666667,High Engagement
MB00906,22,Male,2023-02-03,901,High Risk,1,Churn,38.33333333333333,Medium Engagement
MB00907,41,Female,2024-06-23,395,Low Risk,0,Retained,34.0,Low Engagement
MB00908,29,Female,2024-09-19,307,Low Risk,0,Retained,70.16666666666667,High Engagement
